,City,Country,Date,Temperature,Latitude,Longitude,Humidity,Wind Speed,Cloudiness
386,kununurra,AU,1588574165,89.6,-15.77,128.73,13,9.17,82
387,jiexiu,CN,1588574328,73.09,37.02,111.91,33,11.81,79
388,rantauprapat,ID,1588574329,90.46,2.1,99.83,60,3.38,46
389,denpasar,ID,1588574329,86.0,-8.65,115.22,84,23.04,20
390,nemuro,JP,1588574330,57.2,43.32,145.57,82,13.87,75
391,darlawn,IN,1588574330,84.2,24.02,92.9,62,4.7,75
392,bonthe,SL,1588574331,80.82,7.53,-12.51,85,2.71,100
393,humaita,BR,1588574331,73.54,-7.51,-63.02,95,0.63,86
394,sukhumi,GE,1588574331,69.85,43.0,41.02,51,4.21,100
395,andra,RU,1588574332,41.74,62.51,65.89,60,9.22,18
396,hobyo,SO,1588574332,82.58,5.35,48.53,76,11.9,100
397,nenjiang,CN,1588574332,59.05,49.18,125.22,30,8.21,95
398,tigzirt,DZ,1588574333,73.13,36.89,4.12,55,7.52,96
399,coahuayana,MX,1588574333,73.65,18.73,-103.68,66,1.68,93
400,rock sound,BS,1588574333,75.06,24.9,-76.2,66,11.14,40
401,irece,BR,1588574334,68.16,-11.3,-41.86,72,7.43,72
402,rosetta,EG,1588574334,66.2,31.4,30.42,77,2.24,95
403,santo antonio do ica,BR,1588574335,72.48,-3.1,-67.94,96,1.77,11
404,mersing,MY,1588574335,86.0,2.43,103.84,84,4.7,40
405,price,US,1588574336,53.6,39.6,-110.81,46,17.22,1
406,glyadyanskoye,RU,1588574336,51.21,54.91,65.09,44,7.58,0
407,el alto,PE,1588574336,71.01,-4.27,-81.21,74,13.73,63
408,khilok,RU,1588574336,58.51,51.37,110.47,23,12.62,0
409,raichur,IN,1588574337,104.09,16.2,77.37,16,3.94,0
410,tomatlan,MX,1588574337,67.42,19.93,-105.25,79,2.04,67
411,maldonado,UY,1588574338,59.0,-34.67,-54.92,82,5.17,72
412,tancanhuitz,MX,1588574338,74.26,21.6,-98.97,77,1.97,94
413,komsomolskiy,UZ,1588574338,75.2,40.43,71.72,29,4.7,0
414,tetiyiv,UA,1588574339,61.32,49.38,29.66,71,4.14,100
415,vila velha,BR,1588574340,70.75,-20.33,-40.29,68,9.17,0
416,nordfjordeid,NO,1588574340,38.23,61.91,5.99,93,9.17,75
417,badiraguato,MX,1588574340,67.53,25.37,-107.52,69,3.51,2
418,nelidovo,RU,1588574341,61.21,56.22,32.78,68,2.39,100
419,koulamoutou,GA,1588574341,76.77,-1.13,12.47,82,1.36,100
420,mount vernon,US,1588574341,67.3,40.91,-73.84,56,9.17,75
421,porto novo,BJ,1588574342,78.8,6.5,2.6,88,5.82,20
422,manbij,SY,1588574342,60.8,36.53,37.95,67,11.14,40
423,whitefish,US,1588574343,39.13,48.41,-114.34,93,8.05,40
424,choix,MX,1588574343,75.79,26.71,-108.32,29,3.18,0
425,maun,BW,1588574344,62.6,-19.98,23.42,48,6.93,3
426,thinadhoo,MV,1588574175,84.33,0.53,72.93,76,13.15,50
427,mindelo,CV,1588574344,71.6,16.89,-24.98,83,21.92,75
428,anito,PH,1588574345,85.62,12.45,125.29,76,10.04,100
429,poum,NC,1588574346,76.23,-20.23,164.02,85,20.78,100
430,katwijk,NL,1588574346,50.4,52.19,4.42,90,3.0,98
431,mount isa,AU,1588574347,80.6,-20.73,139.5,18,10.29,0
432,sawtell,AU,1588574348,65.71,-30.38,153.1,52,13.87,0
433,nara,JP,1588574348,79.79,34.69,135.8,65,11.41,20
434,padang,ID,1588574349,86.27,-0.95,100.35,69,7.9,21
435,gayeri,BF,1588574349,88.63,12.65,0.49,47,13.6,0
436,havelock,US,1588574350,69.46,34.88,-76.9,73,10.29,1
437,aljezur,PT,1588574351,64.99,37.32,-8.8,99,1.99,6
438,yanam,IN,1588574351,91.4,16.73,82.22,59,11.41,40
439,juneau,US,1588574352,47.14,58.3,-134.42,81,14.99,75
440,bonavista,CA,1588574352,33.01,48.65,-53.11,84,17.0,100
441,russell,US,1588574353,64.33,32.35,-85.2,77,3.36,40
442,qasigiannguit,GL,1588574353,26.6,68.82,-51.19,92,8.05,100
443,richards bay,ZA,1588574354,71.22,-28.78,32.04,72,10.85,17
444,pangody,RU,1588574354,19.67,65.85,74.49,94,14.7,0
445,piacenza,IT,1588574111,58.14,45.05,9.7,100,3.42,88
446,kruisfontein,ZA,1588574355,58.53,-34.0,24.73,82,11.72,96
447,moose factory,CA,1588574356,19.4,51.26,-80.61,79,8.05,90
448,santa paula,US,1588574356,56.75,34.35,-119.06,88,5.53,0
449,beloha,MG,1588574357,77.61,-25.17,45.05,51,6.89,0
450,tolaga bay,NZ,1588574357,59.49,-38.37,178.3,80,6.6,0
451,kahului,US,1588574083,70.63,20.89,-156.47,73,18.34,40
452,nichinan,JP,1588574357,71.6,31.6,131.37,83,9.17,75
453,whitianga,NZ,1588574358,61.0,-36.83,175.7,81,8.99,0
454,innisfail,AU,1588574242,72.23,-17.53,146.03,79,9.19,50
455,norsup,VU,1588574359,80.6,-16.07,167.38,94,2.24,75
456,bani walid,LY,1588574360,74.55,31.76,13.99,34,13.47,0
457,dukat,RU,1588574360,25.29,62.55,155.55,83,6.08,100
458,kaberamaido,UG,1588574361,76.24,1.74,33.16,56,3.67,57
459,camacha,PT,1588574361,64.4,33.08,-16.33,68,14.99,20
460,leningradskiy,RU,1588574362,25.07,69.38,178.42,88,1.66,0
461,salinopolis,BR,1588574362,79.38,-0.61,-47.36,87,7.31,7
462,liwale,TZ,1588574362,75.92,-9.77,37.93,62,6.93,1
463,aykhal,RU,1588574363,46.4,66.0,111.5,28,8.95,90
464,maningrida,AU,1588574363,87.84,-12.07,134.27,57,13.69,83
465,assare,BR,1588574364,67.59,-6.87,-39.88,82,2.46,68
466,erenhot,CN,1588574364,71.22,43.65,111.98,14,9.95,0
467,kvitok,RU,1588574364,66.25,56.07,98.48,34,13.94,100
468,manta,EC,1588574364,77.0,-0.95,-80.73,88,2.24,75
469,marzuq,YE,1588574365,84.94,14.4,46.47,29,3.71,41
470,pangai,TO,1588574365,77.0,-19.8,-174.35,88,5.82,20
471,rosehearty,GB,1588574366,42.49,57.7,-2.11,74,5.01,0
472,vysotskoye,RU,1588574366,62.29,45.02,42.91,72,6.71,20
473,goundam,ML,1588574367,86.56,16.41,-3.67,12,4.27,0
474,terrace,CA,1588574367,42.8,54.52,-128.6,81,14.99,75
475,pendleton,US,1588574367,44.82,45.67,-118.79,52,6.93,1
476,takoradi,GH,1588574368,79.65,4.88,-1.76,88,6.35,100
477,wajir,KE,1588574368,84.42,1.75,40.06,55,12.95,42
478,marsa matruh,EG,1588574368,59.0,31.35,27.25,87,9.33,0
479,mehamn,NO,1588574369,35.6,71.04,27.85,95,4.7,75
480,puro,PH,1588574369,90.07,12.48,123.38,63,9.15,100
481,berlevag,NO,1588574370,35.6,70.86,29.09,95,2.24,40
482,san francisco,US,1588574102,51.64,37.77,-122.42,71,14.99,1
483,bonfim,BR,1588574371,74.68,3.08,-59.95,88,10.94,100
484,khanpur,PK,1588574371,102.87,28.65,70.66,19,6.8,80
485,eureka,US,1588574204,47.1,40.8,-124.16,86,4.94,0
486,calvinia,ZA,1588574372,56.32,-31.47,19.78,49,6.24,37
487,sorland,NO,1588574373,41.0,67.67,12.69,65,12.75,75
488,grand gaube,MU,1588574373,82.0,-20.01,57.66,73,7.0,73
489,beringovskiy,RU,1588574373,28.18,63.05,179.32,96,1.81,1
490,cerrito,CO,1588574374,51.1,6.84,-72.69,38,4.79,44
491,malkangiri,IN,1588574374,103.87,18.35,81.9,24,9.75,11
492,rudnichnyy,RU,1588574375,55.92,59.62,52.47,55,10.22,0
493,skegness,GB,1588574375,49.1,53.14,0.34,93,3.36,75
494,beni suef,EG,1588574350,84.07,29.07,31.1,20,1.79,0
495,narsaq,GL,1588574377,33.8,60.92,-46.05,95,13.87,100
496,smirnykh,RU,1588574377,39.56,49.75,142.83,87,8.03,100
497,samarai,PG,1588574377,80.69,-10.62,150.67,85,13.8,100
498,manggar,ID,1588574378,84.49,-2.88,108.27,76,5.21,50
499,lazaro cardenas,MX,1588574378,73.89,17.96,-102.2,84,3.09,2
500,tiznit,MA,1588574379,68.25,29.58,-9.5,45,1.59,0
501,santa maria,BR,1588574379,51.01,-29.68,-53.81,84,3.13,0
502,nizhniy baskunchak,RU,1588574380,77.14,48.22,46.83,31,18.41,54
503,vire,FR,1588574380,54.77,48.92,-0.83,100,3.36,90
504,pacifica,US,1588574247,50.92,37.61,-122.49,71,14.99,1
505,batagay-alyta,RU,1588574381,26.31,67.8,130.41,85,3.58,0
506,vardo,NO,1588574382,36.5,70.37,31.11,86,10.29,75
507,kargil,IN,1588574382,46.76,34.57,76.1,13,6.87,0
508,solok,ID,1588574382,85.57,-0.79,100.66,61,4.07,44
509,port hawkesbury,CA,1588574383,34.43,45.62,-61.35,74,5.82,75
510,roma,US,1588574234,47.73,43.21,-75.46,61,6.93,1
511,ihosy,MG,1588574384,72.88,-22.4,46.12,49,5.06,7
512,jacqueville,CI,1588574385,77.0,5.21,-4.41,94,4.7,20
513,jimalalud,PH,1588574385,85.14,9.98,123.2,71,1.48,95
514,almeirim,BR,1588574385,74.59,-1.52,-52.58,96,2.24,92
515,sao geraldo do araguaia,BR,1588574386,72.84,-6.4,-48.55,91,1.5,100
516,hualmay,PE,1588574387,67.08,-11.1,-77.61,84,8.32,100
517,fare,PF,1588574387,83.12,-16.7,-151.02,77,11.23,76
518,valea calugareasca,RO,1588574388,53.33,44.97,26.15,93,4.7,75
519,marigot,MF,1588574389,78.21,18.07,-63.08,78,5.82,20
520,yongan,CN,1588574390,62.74,39.7,113.69,38,6.49,100
521,kommunisticheskiy,RU,1588574391,42.35,61.68,64.48,60,6.15,84
522,san quintin,MX,1588574392,63.16,30.48,-115.95,85,15.48,0
523,chor,PK,1588574392,107.31,25.52,69.77,17,7.36,0
524,yantikovo,RU,1588574392,62.6,55.82,47.91,27,11.18,38
525,barbosa ferraz,BR,1588574393,55.26,-24.03,-52.01,75,3.6,0
526,tarakan,ID,1588574393,83.48,3.3,117.63,72,4.18,100
527,washington,US,1588574393,40.05,47.5,-120.5,49,10.29,1
528,baiao,BR,1588574394,73.78,-2.79,-49.67,98,0.29,100
529,saint-joseph,RE,1588574394,82.2,-21.37,55.62,65,8.05,40
530,guane,CU,1588574394,72.9,22.2,-84.09,81,6.2,0
531,gari,RU,1588574395,47.35,59.43,62.35,48,5.01,0
532,xam nua,LA,1588574395,91.45,20.42,104.04,29,5.03,64
533,ballina,AU,1588574396,67.06,-28.87,153.57,64,12.75,40
534,lokosovo,RU,1588574397,34.43,61.13,74.82,82,13.29,100
535,haines junction,CA,1588574397,36.48,60.75,-137.51,64,3.98,32
536,lagoa,PT,1588574397,59.92,39.05,-27.98,77,27.2,22
537,ulladulla,AU,1588574398,57.65,-35.35,150.47,58,5.82,0
538,aleksandrov gay,RU,1588574398,71.4,50.15,48.57,45,13.85,41
539,ladario,BR,1588574399,70.5,-19.0,-57.6,64,1.43,46
540,klyuchi,RU,1588574399,51.53,52.27,79.17,46,17.49,93
541,gweta,BW,1588574399,73.04,-20.18,25.23,23,12.26,0
542,evensk,RU,1588574400,28.85,61.95,159.23,94,15.28,100
543,sibu,MY,1588574400,89.6,2.3,111.82,70,3.36,75
544,deputatskiy,RU,1588574401,17.87,69.3,139.9,90,3.09,98
545,oussouye,SN,1588574401,69.19,12.48,-16.55,77,8.34,9
546,sinnamary,GF,1588574402,77.61,5.38,-52.95,89,11.45,100
547,kasongo-lunda,CD,1588574402,78.67,-6.47,16.82,66,0.98,100
548,vanino,RU,1588574403,36.37,49.09,140.25,81,9.86,100
549,kalabo,ZM,1588574403,73.11,-14.97,22.68,37,7.45,0
550,dragor,DK,1588574403,47.39,55.59,12.67,81,8.05,84
551,ngunguru,NZ,1588574404,57.99,-35.62,174.5,71,3.0,0
552,santa fe,AR,1588574404,64.6,-31.63,-60.7,80,3.06,100
553,avera,US,1588574405,67.66,33.19,-82.53,60,5.82,1
554,mae hong son,TH,1588574405,96.8,19.3,97.97,41,5.82,40
555,gat,IL,1588574405,68.99,31.61,34.76,42,5.01,0
556,ati,TD,1588574406,92.73,13.22,18.34,27,9.8,92
